# {"t_start": 1600396399.741331, "env_id": "FetchPickAndPlace-v1"} 
r,l,t
-35.0,50,18492.407387
-36.0,50,18500.650461
-50.0,50,18508.790989
-50.0,50,18517.195028
-48.0,50,18525.415172
-24.0,50,18533.576129
0.0,50,18541.836575
-42.0,50,18545.622513
-15.0,50,18553.736281
-50.0,50,18561.998099
-50.0,50,18570.333888
-50.0,50,18578.554534
0.0,50,18586.750017
-26.0,50,18590.600772
-43.0,50,18599.058051
-16.0,50,18607.146422
-50.0,50,18615.28956
-4.0,50,18623.850603
-7.0,50,18623.992438
-5.0,50,18624.147577
-13.0,50,18624.308872
-9.0,50,18624.457526
-48.0,50,18624.607571
-16.0,50,18624.738932
-5.0,50,18624.884984
-7.0,50,18625.020417
-15.0,50,18625.191079
-37.0,50,18625.340184
-33.0,50,18633.62586
-44.0,50,18641.940557
-19.0,50,18650.15106
-50.0,50,18658.311029
-15.0,50,18666.74973
-43.0,50,18674.770381
-38.0,50,18682.890969
-25.0,50,18691.033705
-22.0,50,18699.33063
-50.0,50,18707.759337
-8.0,50,18715.8732
-42.0,50,18724.041447
-37.0,50,18732.254898
-22.0,50,18740.501398
-36.0,50,18748.735511
-50.0,50,18756.947114
-50.0,50,18765.141587
-50.0,50,18773.365723
-32.0,50,18781.635206
-27.0,50,18789.690732
-28.0,50,18798.027932
-27.0,50,18806.340899
-4.0,50,18814.755429
-30.0,50,18823.111773
-50.0,50,18831.205968
0.0,50,18839.296119
-11.0,50,18842.980645
-12.0,50,18851.165955
-50.0,50,18859.334375
-31.0,50,18867.624507
-45.0,50,18876.006897
-50.0,50,18884.07726
-29.0,50,18892.205361
-50.0,50,18900.560354
-28.0,50,18908.691257
-43.0,50,18916.902497
-50.0,50,18925.026214
-39.0,50,18933.309672
-45.0,50,18941.530117
-50.0,50,18949.76676
-25.0,50,18958.163434
-45.0,50,18966.342185
-50.0,50,18974.564921
-23.0,50,18982.576391
-33.0,50,18990.699736
-46.0,50,18999.099627
-42.0,50,19007.429778
-19.0,50,19016.017472
-41.0,50,19024.818481
-36.0,50,19033.905582
-21.0,50,19042.234867
-44.0,50,19050.670841
0.0,50,19058.951479
-50.0,50,19062.730174
-50.0,50,19070.963693
-23.0,50,19079.341547
-49.0,50,19088.048016
0.0,50,19096.234704
-47.0,50,19104.865049
-38.0,50,19113.392647
-50.0,50,19121.592417
-50.0,50,19130.020133
-50.0,50,19138.315675
-45.0,50,19146.843863
-50.0,50,19154.964899
-39.0,50,19163.274975
-50.0,50,19171.675205
-31.0,50,19180.358574
-29.0,50,19188.550815
-50.0,50,19196.727252
-50.0,50,19204.891181
-50.0,50,19213.325079
-45.0,50,19221.670574
-28.0,50,19229.882747
-49.0,50,19238.077845
-50.0,50,19246.740614
-44.0,50,19255.445519
-49.0,50,19263.771862
-13.0,50,19272.346306
-50.0,50,19281.004147
-25.0,50,19289.635815
-50.0,50,19297.874804
-48.0,50,19306.037552
-50.0,50,19314.314808
-14.0,50,19322.613052
-7.0,50,19331.11321
-50.0,50,19339.214828
-44.0,50,19347.353891
-50.0,50,19355.380547
-50.0,50,19363.50513
-39.0,50,19371.747046
0.0,50,19379.908271
-32.0,50,19383.545903
-50.0,50,19391.621439
-49.0,50,19399.837097
-2.0,50,19408.103307
-50.0,50,19416.582532
-47.0,50,19424.993561
-50.0,50,19433.269871
-13.0,50,19441.680045
-9.0,50,19441.824004
-14.0,50,19441.951621
0.0,50,19442.094669
-19.0,50,19442.245818
-5.0,50,19442.388283
-14.0,50,19442.532076
-17.0,50,19442.68887
-7.0,50,19442.8326
-6.0,50,19442.970203
-44.0,50,19443.120973
-40.0,50,19451.249393
-21.0,50,19459.371792
-50.0,50,19467.64819
0.0,50,19476.042579
-22.0,50,19479.771602
-43.0,50,19488.02324
-25.0,50,19496.285373
-50.0,50,19504.387681
-50.0,50,19512.636441
-44.0,50,19520.779401
-50.0,50,19529.218119
-50.0,50,19537.454374
-13.0,50,19545.657279
-23.0,50,19553.75907
-14.0,50,19561.977424
-50.0,50,19570.205865
-50.0,50,19578.303905
-44.0,50,19586.578185
-15.0,50,19594.872249
-50.0,50,19603.382756
-12.0,50,19611.695657
-50.0,50,19619.839475
-46.0,50,19627.990433
-28.0,50,19636.149468
-50.0,50,19644.341026
-33.0,50,19652.730665
-27.0,50,19660.835924
-23.0,50,19668.916523
-50.0,50,19677.152703
-46.0,50,19685.380588
-20.0,50,19693.586894
-26.0,50,19701.831518
-19.0,50,19710.163428
-14.0,50,19718.455518
-50.0,50,19726.546565
-12.0,50,19734.682134
-30.0,50,19742.985475
-31.0,50,19751.497343
-41.0,50,19759.975213
-40.0,50,19768.228639
-30.0,50,19776.445376
0.0,50,19784.666134
-50.0,50,19788.386724
-25.0,50,19796.59993
-38.0,50,19804.67649
-44.0,50,19812.839581
-50.0,50,19821.045859
-46.0,50,19829.262104
-20.0,50,19837.471198
-16.0,50,19845.774894
-20.0,50,19854.545533
-13.0,50,19862.72442
-9.0,50,19871.048179
-50.0,50,19879.787099
-18.0,50,19887.880924
-50.0,50,19896.085137
-50.0,50,19904.407488
-50.0,50,19912.484429
-50.0,50,19920.689808
-29.0,50,19929.831992
-26.0,50,19937.956721
-48.0,50,19945.997031
-50.0,50,19954.24748
-50.0,50,19962.432253
-50.0,50,19970.588977
-50.0,50,19978.681872
-41.0,50,19987.747257
-20.0,50,19995.975821
-50.0,50,20004.532603
-33.0,50,20013.315923
-16.0,50,20021.514609
-50.0,50,20029.676386
-15.0,50,20037.813701
-22.0,50,20045.944773
-14.0,50,20054.246027
-50.0,50,20062.464702
-11.0,50,20070.810426
-21.0,50,20078.932154
-50.0,50,20087.169613
-50.0,50,20095.354965
-14.0,50,20103.621217
-5.0,50,20112.206186
-47.0,50,20120.455501
-50.0,50,20128.411735
-50.0,50,20136.5882
-39.0,50,20144.760645
-14.0,50,20152.757826
-14.0,50,20160.79521
-47.0,50,20168.803078
0.0,50,20177.031979
-35.0,50,20180.682961
-50.0,50,20188.891944
-39.0,50,20197.156634
-37.0,50,20205.39542
-50.0,50,20214.047439
-44.0,50,20222.276547
-50.0,50,20230.367462
-50.0,50,20234.130999
-49.0,50,20242.39203
-12.0,50,20250.863318
-7.0,50,20251.007226
-10.0,50,20251.158125
-7.0,50,20251.325571
-9.0,50,20251.484885
0.0,50,20251.637889
-13.0,50,20251.797832
-13.0,50,20251.969705
-9.0,50,20252.142073
-12.0,50,20252.297245
-49.0,50,20252.454448
-23.0,50,20260.638072
0.0,50,20268.853393
-50.0,50,20272.737693
-26.0,50,20281.205417
-50.0,50,20289.473113
-50.0,50,20297.552006
-50.0,50,20305.777444
-50.0,50,20314.111928
-11.0,50,20322.342015
-50.0,50,20330.644286
-41.0,50,20338.940387
-49.0,50,20347.009537
-18.0,50,20355.357255
-42.0,50,20363.760108
-50.0,50,20372.051873
-16.0,50,20380.129537
-29.0,50,20388.723598
-37.0,50,20397.287249
-50.0,50,20405.765823
-12.0,50,20414.020073
-38.0,50,20422.245171
-29.0,50,20430.365609
-34.0,50,20439.017881
-50.0,50,20447.231959
-48.0,50,20455.428036
-28.0,50,20463.853301
-27.0,50,20472.313731
-46.0,50,20480.744607
-50.0,50,20489.029835
-50.0,50,20497.172137
-20.0,50,20505.575641
-50.0,50,20514.058391
-45.0,50,20522.265145
-34.0,50,20530.518364
-50.0,50,20538.600716
-34.0,50,20546.825281
-21.0,50,20555.547927
-45.0,50,20564.085147
-41.0,50,20572.50569
-50.0,50,20580.943161
-31.0,50,20589.431895
-50.0,50,20597.981336
-50.0,50,20606.374212
-42.0,50,20614.72683
-26.0,50,20623.008181
-24.0,50,20626.774771
-28.0,50,20634.899684
-50.0,50,20643.07293
-50.0,50,20651.478494
-13.0,50,20660.237849
-43.0,50,20668.775848
-42.0,50,20676.875568
-23.0,50,20685.022896
-45.0,50,20693.239125
-37.0,50,20701.428409
-33.0,50,20709.921614
-19.0,50,20718.048696
-28.0,50,20726.349902
-29.0,50,20734.584606
-50.0,50,20742.61611
-8.0,50,20750.780783
-10.0,50,20759.052453
-50.0,50,20767.555367
-50.0,50,20776.10657
-50.0,50,20784.378554
-37.0,50,20792.544304
0.0,50,20800.620633
-35.0,50,20804.352381
-17.0,50,20812.504026
-9.0,50,20820.775102
-30.0,50,20829.056472
-28.0,50,20837.220324
-17.0,50,20845.606976
-28.0,50,20853.731547
-48.0,50,20861.977696
-26.0,50,20870.242705
-46.0,50,20878.570844
-38.0,50,20886.946149
-16.0,50,20894.992611
-50.0,50,20903.282529
-49.0,50,20911.594982
-32.0,50,20919.734495
-50.0,50,20927.928297
-48.0,50,20936.206216
-50.0,50,20944.7691
-50.0,50,20953.051844
-45.0,50,20961.650384
-39.0,50,20969.884776
-46.0,50,20978.219317
-41.0,50,20986.646902
-49.0,50,20995.088311
-10.0,50,21003.168825
-48.0,50,21011.400038
-14.0,50,21019.517773
-36.0,50,21027.559068
-47.0,50,21035.84846
-50.0,50,21043.893366
-50.0,50,21052.061394
-50.0,50,21060.238153
-7.0,50,21068.543735
-8.0,50,21068.702374
-5.0,50,21068.834048
-5.0,50,21068.985997
-11.0,50,21069.123446
-5.0,50,21069.26805
-38.0,50,21069.422052
-9.0,50,21069.592684
-5.0,50,21069.747215
-43.0,50,21069.904801
-50.0,50,21070.039447
-50.0,50,21078.490163
-50.0,50,21086.64921
-50.0,50,21094.892138
-44.0,50,21103.349066
-50.0,50,21111.701558
-46.0,50,21119.968693
-50.0,50,21128.015658
-40.0,50,21136.154922
0.0,50,21144.515331
-50.0,50,21148.303553
-50.0,50,21156.585595
-50.0,50,21164.81995
-50.0,50,21173.060879
-9.0,50,21181.339662
-50.0,50,21189.70784
-13.0,50,21197.889355
-42.0,50,21206.18572
-50.0,50,21214.211529
-49.0,50,21222.803225
-43.0,50,21231.493037
-50.0,50,21239.844086
-11.0,50,21248.393901
-50.0,50,21256.5092
-50.0,50,21264.595138
-47.0,50,21272.942743
-22.0,50,21281.12581
-40.0,50,21289.961519
-37.0,50,21298.086147
-21.0,50,21306.263246
-20.0,50,21315.049275
-50.0,50,21323.173018
-50.0,50,21331.321068
-40.0,50,21340.354786
-50.0,50,21348.598795
-50.0,50,21356.719153
-32.0,50,21365.620223
-15.0,50,21373.788834
-50.0,50,21381.878538
-14.0,50,21389.889474
-50.0,50,21398.134965
-39.0,50,21406.503258
-36.0,50,21414.69843
-14.0,50,21422.89988
-46.0,50,21431.262624
-17.0,50,21439.58092
-49.0,50,21447.899988
0.0,50,21456.171965
-50.0,50,21459.948394
-50.0,50,21468.058963
-47.0,50,21476.275063
-17.0,50,21484.387247
-19.0,50,21492.607167
-50.0,50,21500.938472
-44.0,50,21509.200115
-40.0,50,21517.792742
-12.0,50,21526.089598
-50.0,50,21534.622927
-28.0,50,21543.03194
-50.0,50,21551.28216
-50.0,50,21559.828501
-43.0,50,21568.08479
-35.0,50,21576.260093
-41.0,50,21584.546891
-50.0,50,21592.854916
-50.0,50,21601.336604
-31.0,50,21609.605071
-41.0,50,21618.05391
-48.0,50,21626.513558
-22.0,50,21634.903246
-38.0,50,21643.059577
-45.0,50,21651.695492
-46.0,50,21659.919209
-24.0,50,21668.373229
-50.0,50,21676.928866
-25.0,50,21680.771903
-24.0,50,21688.910503
-38.0,50,21697.147277
-29.0,50,21705.547912
-50.0,50,21714.03197
-50.0,50,21722.366517
0.0,50,21730.540085
-33.0,50,21738.851344
-35.0,50,21747.295205
-7.0,50,21755.603405
-19.0,50,21763.918598
-18.0,50,21772.026273
-44.0,50,21780.291162
-33.0,50,21788.597112
-50.0,50,21796.843065
-35.0,50,21805.180307
-50.0,50,21814.127447
-41.0,50,21822.369878
-50.0,50,21830.638664
-11.0,50,21838.908351
-38.0,50,21847.520336
-50.0,50,21855.833277
-47.0,50,21864.474471
-31.0,50,21872.929197
-47.0,50,21881.450347
-7.0,50,21889.703853
-6.0,50,21889.833358
-7.0,50,21889.971794
-19.0,50,21890.127175
0.0,50,21890.286113
-6.0,50,21890.4554
0.0,50,21890.592415
-34.0,50,21890.755167
0.0,50,21890.897121
-14.0,50,21891.040609
-50.0,50,21891.175301
-18.0,50,21899.697055
-19.0,50,21908.372425
-38.0,50,21916.641497
-26.0,50,21925.034904
-40.0,50,21933.302261
-42.0,50,21941.628479
-43.0,50,21949.87364
-38.0,50,21958.004956
-50.0,50,21966.344717
-47.0,50,21974.818398
-10.0,50,21983.288741
-50.0,50,21991.569958
-50.0,50,21999.796391
-12.0,50,22007.850235
0.0,50,22016.285537
-46.0,50,22020.05448
-50.0,50,22028.209148
-38.0,50,22036.499256
-50.0,50,22044.89986
-50.0,50,22053.009987
-40.0,50,22061.487221
-38.0,50,22070.035296
-20.0,50,22078.401108
-47.0,50,22086.720896
-26.0,50,22095.099106
-50.0,50,22103.656071
-42.0,50,22112.272753
-50.0,50,22120.487
-41.0,50,22129.782928
-24.0,50,22138.16366
-44.0,50,22146.30167
-50.0,50,22154.487708
-45.0,50,22162.643657
-39.0,50,22170.993774
-35.0,50,22179.355457
-50.0,50,22188.010272
-41.0,50,22191.886663
-19.0,50,22200.104062
-50.0,50,22208.367908
-8.0,50,22216.563294
-50.0,50,22224.843087
-27.0,50,22233.173693
-13.0,50,22241.504572
-50.0,50,22249.94608
-45.0,50,22258.22437
-50.0,50,22267.194304
-36.0,50,22275.569687
-11.0,50,22283.896836
-47.0,50,22292.773652
-18.0,50,22301.573432
-46.0,50,22309.701052
-18.0,50,22318.022915
-9.0,50,22326.238365
-34.0,50,22334.468659
-22.0,50,22342.721541
-40.0,50,22351.221122
-25.0,50,22359.978096
-49.0,50,22368.432519
-7.0,50,22376.830083
-50.0,50,22385.157151
-50.0,50,22393.347883
-50.0,50,22401.92542
-41.0,50,22410.321633
0.0,50,22418.925449
-45.0,50,22422.910526
-50.0,50,22432.095316
-13.0,50,22440.493807
-50.0,50,22448.894495
-32.0,50,22457.031822
-24.0,50,22465.743437
-19.0,50,22474.27059
-41.0,50,22482.484644
-38.0,50,22490.969946
-15.0,50,22499.419554
-50.0,50,22508.09163
-36.0,50,22516.821604
-8.0,50,22525.074067
-35.0,50,22533.245709
-50.0,50,22541.626263
-33.0,50,22550.322779
-50.0,50,22558.795388
-47.0,50,22567.288314
-50.0,50,22575.722965
-29.0,50,22584.224243
-50.0,50,22592.701027
-50.0,50,22601.154691
-24.0,50,22609.333626
-31.0,50,22617.909221
-50.0,50,22626.445241
-47.0,50,22634.637373
-37.0,50,22642.887539
0.0,50,22651.007438
-28.0,50,22654.914556
-15.0,50,22664.232614
-50.0,50,22672.569824
-45.0,50,22680.88329
-20.0,50,22689.135863
-41.0,50,22697.515703
-50.0,50,22706.096961
-10.0,50,22715.065512
-16.0,50,22715.244093
-9.0,50,22715.416459
-13.0,50,22715.608756
-7.0,50,22715.751729
-7.0,50,22715.928356
-10.0,50,22716.090091
-9.0,50,22716.228606
-13.0,50,22716.372334
-6.0,50,22716.503731
-40.0,50,22716.647462
-50.0,50,22725.123429
-50.0,50,22733.866071
-34.0,50,22742.217833
-44.0,50,22750.611624
-50.0,50,22758.774119
-13.0,50,22767.164774
-50.0,50,22775.430841
-50.0,50,22783.669371
-50.0,50,22791.821144
-50.0,50,22800.068365
-50.0,50,22808.263368
-50.0,50,22816.518338
-50.0,50,22824.732911
-12.0,50,22833.08788
-35.0,50,22841.277727
-23.0,50,22849.372041
-44.0,50,22857.672764
-50.0,50,22866.139385
-43.0,50,22874.531292
0.0,50,22882.824081
-30.0,50,22886.616671
-35.0,50,22895.17969
-24.0,50,22903.593977
-20.0,50,22911.957539
-50.0,50,22920.259225
-34.0,50,22928.552376
-48.0,50,22936.924398
-24.0,50,22945.168376
-40.0,50,22953.504595
-48.0,50,22962.130388
-17.0,50,22970.567652
-42.0,50,22978.84331
-31.0,50,22987.23432
-30.0,50,22995.463429
-50.0,50,23003.558818
-18.0,50,23011.666077
-21.0,50,23020.558469
-50.0,50,23028.713487
-12.0,50,23036.851516
-43.0,50,23045.120321
-46.0,50,23053.45617
-16.0,50,23061.816909
-50.0,50,23070.050912
-8.0,50,23078.636574
-47.0,50,23086.952489
-47.0,50,23095.29838
-6.0,50,23103.486944
-12.0,50,23111.886306
-32.0,50,23120.367164
-50.0,50,23128.865542
0.0,50,23137.087741
-17.0,50,23140.872406
-17.0,50,23149.355798
-50.0,50,23157.877818
-20.0,50,23166.12606
-22.0,50,23174.784324
-16.0,50,23182.916123
-43.0,50,23191.046875
-16.0,50,23199.502817
-33.0,50,23207.754427
-22.0,50,23216.04562
-50.0,50,23224.295796
-35.0,50,23232.500017
-30.0,50,23240.866312
-18.0,50,23249.417228
-23.0,50,23257.536684
-26.0,50,23266.222336
-17.0,50,23274.693292
-28.0,50,23282.825623
-32.0,50,23291.112566
-41.0,50,23299.674006
-40.0,50,23308.206979
-50.0,50,23316.598024
-48.0,50,23325.113969
-48.0,50,23333.5617
-36.0,50,23342.040282
-50.0,50,23350.487083
-49.0,50,23358.668
-50.0,50,23366.716593
-46.0,50,23374.763119
-45.0,50,23382.985301
-13.0,50,23391.534057
-36.0,50,23400.164729
-20.0,50,23408.506621
-12.0,50,23416.79055
-50.0,50,23425.097501
-50.0,50,23433.328394
-21.0,50,23441.695687
-49.0,50,23450.328031
-17.0,50,23458.862747
-50.0,50,23467.029981
-48.0,50,23475.593472
-36.0,50,23484.162209
-34.0,50,23492.714064
-13.0,50,23500.989506
-15.0,50,23509.240139
-41.0,50,23517.579895
-31.0,50,23525.950772
-40.0,50,23534.371318
0.0,50,23542.957098
-10.0,50,23543.118308
-9.0,50,23543.267068
-43.0,50,23543.433444
-14.0,50,23543.602424
-6.0,50,23543.747324
-9.0,50,23543.875042
-6.0,50,23544.005087
0.0,50,23544.119936
-10.0,50,23544.253177
-50.0,50,23544.395983
-50.0,50,23552.551369
-15.0,50,23560.94297
-45.0,50,23569.4979
-50.0,50,23578.269677
-50.0,50,23588.605376
-19.0,50,23597.772194
-50.0,50,23606.910922
0.0,50,23616.392035
-19.0,50,23620.248027
-27.0,50,23628.671038
-50.0,50,23637.023688
-19.0,50,23645.511511
-39.0,50,23653.84522
-25.0,50,23662.179284
-46.0,50,23670.718623
-18.0,50,23679.124916
-22.0,50,23687.773084
-50.0,50,23695.983104
-19.0,50,23704.220516
-15.0,50,23712.75828
-49.0,50,23721.062242
-23.0,50,23729.462773
-39.0,50,23737.85978
-25.0,50,23746.338431
-30.0,50,23755.162106
-50.0,50,23763.469544
-50.0,50,23771.645109
-50.0,50,23779.962998
-24.0,50,23788.492001
-28.0,50,23796.986104
-50.0,50,23805.220911
-50.0,50,23813.604279
-43.0,50,23822.086551
-34.0,50,23830.541106
-50.0,50,23838.912034
-50.0,50,23847.718905
-48.0,50,23856.68263
-13.0,50,23865.116983
-50.0,50,23873.448363
-29.0,50,23881.987821
-29.0,50,23890.984928
-23.0,50,23899.377913
-19.0,50,23907.887322
-50.0,50,23916.183671
-31.0,50,23924.403944
-28.0,50,23932.833205
-34.0,50,23941.359133
-28.0,50,23949.636645
-50.0,50,23958.524101
-38.0,50,23966.826623
-14.0,50,23975.133288
-18.0,50,23984.256784
-20.0,50,23992.433654
-35.0,50,24000.838332
-38.0,50,24009.878369
-32.0,50,24018.304523
-9.0,50,24026.687409
-36.0,50,24035.158509
-50.0,50,24044.701206
-38.0,50,24053.18152
-50.0,50,24062.06777
-24.0,50,24070.763739
-50.0,50,24078.860823
-24.0,50,24087.848792
-46.0,50,24096.023082
-21.0,50,24104.216413
-50.0,50,24113.147002
-24.0,50,24121.415633
-17.0,50,24129.693752
-29.0,50,24137.858475
-46.0,50,24146.252443
-50.0,50,24154.934841
-50.0,50,24163.452769
-49.0,50,24171.92564
-20.0,50,24180.447726
-45.0,50,24188.877643
-38.0,50,24197.248306
-21.0,50,24205.553087
-50.0,50,24214.291887
-7.0,50,24222.798326
-12.0,50,24226.637706
-44.0,50,24234.839353
-39.0,50,24242.870964
-18.0,50,24251.066455
-25.0,50,24259.394624
-22.0,50,24267.887178
-38.0,50,24276.417846
-7.0,50,24284.88047
-33.0,50,24288.813989
-17.0,50,24297.730576
-50.0,50,24306.247327
-14.0,50,24314.718738
-7.0,50,24323.123109
-50.0,50,24331.36657
-27.0,50,24339.601166
-50.0,50,24348.305489
-27.0,50,24356.607349
-46.0,50,24364.83411
-50.0,50,24373.010025
-7.0,50,24381.346702
-14.0,50,24381.50496
-5.0,50,24381.656073
-9.0,50,24381.820019
-17.0,50,24381.975603
-8.0,50,24382.145489
-6.0,50,24382.311363
-12.0,50,24382.472135
-14.0,50,24382.648844
-13.0,50,24382.795367
-50.0,50,24382.921012
-7.0,50,24391.005293
-50.0,50,24399.311019
-16.0,50,24407.925564
-13.0,50,24416.507294
-39.0,50,24424.788742
0.0,50,24433.346225
-50.0,50,24437.151514
-42.0,50,24445.359868
-46.0,50,24453.754758
-29.0,50,24462.651352
-50.0,50,24470.860257
0.0,50,24478.956254
-48.0,50,24483.281874
-29.0,50,24491.895744
-40.0,50,24500.100038
-48.0,50,24508.373304
-22.0,50,24517.728552
-50.0,50,24525.925958
-11.0,50,24534.130024
-50.0,50,24543.223771
-49.0,50,24551.633496
-46.0,50,24559.783942
-36.0,50,24567.985512
-36.0,50,24576.239048
-27.0,50,24584.416973
-18.0,50,24592.569853
-50.0,50,24600.988325
-11.0,50,24609.311026
-50.0,50,24617.416682
-11.0,50,24626.381873
-50.0,50,24634.882539
-24.0,50,24643.209687
-50.0,50,24652.057766
-30.0,50,24660.507788
-32.0,50,24668.812933
-17.0,50,24677.08856
-50.0,50,24685.247537
-44.0,50,24693.393253
-14.0,50,24701.628344
-12.0,50,24710.06884
-50.0,50,24718.488015
-29.0,50,24726.780368
-17.0,50,24735.174972
-14.0,50,24743.477915
-50.0,50,24751.753077
-42.0,50,24760.247527
-45.0,50,24768.626407
-9.0,50,24776.803963
-50.0,50,24785.104832
-50.0,50,24793.515052
-50.0,50,24801.721473
-22.0,50,24810.235189
-48.0,50,24818.758791
-21.0,50,24827.088068
-12.0,50,24835.339161
-45.0,50,24843.615935
-33.0,50,24852.113236
-47.0,50,24860.780145
-47.0,50,24869.095309
-10.0,50,24877.894911
-50.0,50,24886.023787
-15.0,50,24894.427218
-15.0,50,24903.057952
-50.0,50,24911.32899
-38.0,50,24919.523041
-31.0,50,24927.699394
-8.0,50,24935.991792
-50.0,50,24944.285998
-45.0,50,24952.626673
-44.0,50,24960.826426
-50.0,50,24969.13429
0.0,50,24977.35034
-14.0,50,24981.29225
-48.0,50,24989.7265
-10.0,50,24998.012569
-41.0,50,25006.615139
-12.0,50,25015.019707
-50.0,50,25023.505525
-15.0,50,25031.965061
-47.0,50,25040.815925
-50.0,50,25049.451732
-50.0,50,25057.962946
-19.0,50,25066.271441
-31.0,50,25074.638779
-15.0,50,25082.92925
-15.0,50,25091.622644
-22.0,50,25100.060197
-29.0,50,25108.586939
-43.0,50,25116.995678
-50.0,50,25125.21219
-50.0,50,25133.840366
-12.0,50,25142.459894
-50.0,50,25151.012191
-47.0,50,25159.548391
-20.0,50,25167.942926
-50.0,50,25176.229224
-19.0,50,25184.448651
-47.0,50,25193.150437
-39.0,50,25201.530666
-10.0,50,25210.062397
-15.0,50,25210.207337
-6.0,50,25210.375715
-8.0,50,25210.542209
-10.0,50,25210.697847
-10.0,50,25210.842455
-8.0,50,25210.990182
-15.0,50,25211.125755
-4.0,50,25211.278304
-16.0,50,25211.429916
-50.0,50,25211.570553
-37.0,50,25220.153116
-50.0,50,25228.292132
-27.0,50,25236.569253
-15.0,50,25244.899457
-40.0,50,25253.175395
-50.0,50,25261.567676
-21.0,50,25270.050058
-48.0,50,25278.52312
-46.0,50,25286.959836
-50.0,50,25295.4382
-45.0,50,25303.891879
-24.0,50,25312.080089
-48.0,50,25320.596912
-50.0,50,25328.978997
-16.0,50,25337.189976
-50.0,50,25345.532873
-23.0,50,25353.967931
-50.0,50,25362.082943
-50.0,50,25370.456186
-31.0,50,25378.804667
-45.0,50,25387.349263
-43.0,50,25395.861129
-36.0,50,25403.936239
-10.0,50,25412.301622
-26.0,50,25421.607749
-36.0,50,25429.868775
-42.0,50,25438.485113
-40.0,50,25447.252702
-17.0,50,25455.474692
-50.0,50,25463.796491
-35.0,50,25471.968856
-20.0,50,25480.370014
-31.0,50,25488.514428
-13.0,50,25497.636593
-12.0,50,25505.923255
-41.0,50,25514.19096
-37.0,50,25522.485665
-49.0,50,25530.849923
-50.0,50,25539.009297
-46.0,50,25547.197765
-18.0,50,25555.30944
-45.0,50,25563.549307
-47.0,50,25572.060368
-36.0,50,25580.488778
-3.0,50,25588.785673
-46.0,50,25597.235454
-44.0,50,25605.786689
0.0,50,25614.256105
-26.0,50,25618.070149
-30.0,50,25626.256238
-39.0,50,25634.707515
-19.0,50,25643.175443
-36.0,50,25651.497431
-50.0,50,25659.818346
-21.0,50,25668.212343
-50.0,50,25676.854921
-23.0,50,25685.236339
-40.0,50,25693.447795
0.0,50,25701.984812
-28.0,50,25705.862148
-40.0,50,25714.151257
-50.0,50,25722.567055
-39.0,50,25730.824844
-50.0,50,25739.197391
-39.0,50,25747.869728
-19.0,50,25756.163727
-50.0,50,25764.496477
-50.0,50,25773.238531
-50.0,50,25781.756714
-50.0,50,25790.131974
-45.0,50,25798.543386
-22.0,50,25807.028021
-50.0,50,25815.638044
-39.0,50,25823.843848
-26.0,50,25832.119495
-42.0,50,25840.454789
-48.0,50,25848.845995
-44.0,50,25857.277746
-50.0,50,25865.619046
-27.0,50,25873.927265
-39.0,50,25882.480865
-14.0,50,25890.96501
-30.0,50,25899.601935
-50.0,50,25908.481148
-15.0,50,25916.736595
-45.0,50,25924.897372
-45.0,50,25933.132434
-38.0,50,25941.289766
-44.0,50,25949.601472
-50.0,50,25958.01223
-50.0,50,25966.317888
-44.0,50,25974.59973
-50.0,50,25983.074845
-50.0,50,25991.623953
-18.0,50,26000.05755
-27.0,50,26008.428356
-50.0,50,26016.712561
-30.0,50,26024.960954
-47.0,50,26033.357743
0.0,50,26041.834999
-5.0,50,26041.981306
-8.0,50,26042.124196
-11.0,50,26042.264688
0.0,50,26042.405451
-11.0,50,26042.536845
-8.0,50,26042.694193
-5.0,50,26042.848763
-8.0,50,26042.977898
-5.0,50,26043.114795
-50.0,50,26043.257833
-50.0,50,26051.684916
-47.0,50,26059.993538
-15.0,50,26068.30005
-42.0,50,26076.787147
-42.0,50,26085.147034
-50.0,50,26093.489462
-27.0,50,26101.686236
-30.0,50,26109.940532
-46.0,50,26118.155928
-24.0,50,26126.731152
-50.0,50,26135.204651
-50.0,50,26143.585078
-43.0,50,26152.03861
-47.0,50,26160.338042
-27.0,50,26168.562054
-50.0,50,26176.84576
-50.0,50,26185.126094
-43.0,50,26193.311846
-23.0,50,26201.657362
-15.0,50,26209.965749
-50.0,50,26218.341021
-50.0,50,26226.897638
-42.0,50,26235.364443
-18.0,50,26243.921501
-7.0,50,26252.267078
-40.0,50,26260.884258
-50.0,50,26269.248144
-48.0,50,26277.58522
-50.0,50,26286.043499
-50.0,50,26294.310462
-13.0,50,26302.608555
0.0,50,26310.929433
-46.0,50,26314.766529
-43.0,50,26323.349413
-49.0,50,26331.569979
-50.0,50,26339.920294
-50.0,50,26349.132791
-22.0,50,26357.314472
-38.0,50,26365.485089
-35.0,50,26373.815081
-48.0,50,26382.792598
-40.0,50,26390.970502
-23.0,50,26399.372316
-18.0,50,26408.387781
-50.0,50,26416.539065
-47.0,50,26424.759039
-17.0,50,26433.059866
-37.0,50,26441.273203
-50.0,50,26449.337595
-20.0,50,26457.624799
-36.0,50,26465.735276
-23.0,50,26473.91698
-50.0,50,26482.314773
-50.0,50,26490.781041
-46.0,50,26498.951539
-44.0,50,26507.514449
-30.0,50,26515.800043
-39.0,50,26524.068218
