# {"t_start": 1600396399.741331, "env_id": "FetchPickAndPlace-v1"} 
r,l,t
-49.0,50,147801.576854
-11.0,50,147816.853456
-50.0,50,147833.938179
-12.0,50,147849.715068
-25.0,50,147864.888511
-36.0,50,147880.232675
-50.0,50,147895.116737
-50.0,50,147910.067176
-41.0,50,147925.364531
-50.0,50,147939.350421
-50.0,50,147953.46047
-50.0,50,147967.575724
-27.0,50,147981.70465
-50.0,50,147995.052296
-50.0,50,148010.329372
-7.0,50,148025.22218
-25.0,50,148040.328412
-50.0,50,148055.219253
-32.0,50,148070.6344
-47.0,50,148085.339305
-50.0,50,148100.877134
-7.0,50,148115.923316
-46.0,50,148131.109234
-49.0,50,148146.045673
-49.0,50,148161.011756
-31.0,50,148175.458501
-16.0,50,148189.273792
-8.0,50,148203.445628
-50.0,50,148217.409248
-25.0,50,148231.648467
-20.0,50,148246.660808
-44.0,50,148261.817736
-30.0,50,148276.749571
-38.0,50,148292.061052
-44.0,50,148307.533468
-50.0,50,148322.436185
-13.0,50,148337.752031
-50.0,50,148352.705979
-10.0,50,148368.280421
-8.0,50,148383.101564
-50.0,50,148397.915206
-50.0,50,148412.313915
-14.0,50,148426.335706
-50.0,50,148440.085998
-14.0,50,148454.2126
-46.0,50,148467.505235
-19.0,50,148482.503256
-50.0,50,148497.890932
-50.0,50,148512.851027
-39.0,50,148528.090792
-40.0,50,148542.864598
-15.0,50,148557.803978
-46.0,50,148572.583421
0.0,50,148587.638578
-44.0,50,148594.708456
0.0,50,148609.787896
-38.0,50,148616.738038
-14.0,50,148631.545543
-44.0,50,148646.539141
-42.0,50,148660.569508
-37.0,50,148674.731063
-24.0,50,148688.652989
-50.0,50,148702.331814
-10.0,50,148716.507629
-50.0,50,148731.622011
-48.0,50,148746.782642
-32.0,50,148761.894912
-50.0,50,148776.665017
-28.0,50,148791.677989
-10.0,50,148806.870211
-11.0,50,148821.927648
-50.0,50,148836.95056
-32.0,50,148851.856529
-24.0,50,148867.185977
-50.0,50,148882.132557
-50.0,50,148896.259389
-45.0,50,148910.295846
-50.0,50,148924.260798
-19.0,50,148938.399114
-46.0,50,148951.733177
-50.0,50,148970.516567
-43.0,50,148985.601779
-28.0,50,149001.108922
-21.0,50,149015.855229
-50.0,50,149030.752051
-50.0,50,149045.982401
-50.0,50,149060.982772
0.0,50,149076.269884
-7.0,50,149083.231723
-50.0,50,149097.963506
-50.0,50,149112.906026
-50.0,50,149128.165643
-47.0,50,149142.005908
-9.0,50,149155.889321
-10.0,50,149169.781744
-10.0,50,149170.02912
-9.0,50,149170.306673
-6.0,50,149170.567238
-10.0,50,149170.845403
0.0,50,149171.087237
-8.0,50,149171.387428
-9.0,50,149171.671693
-11.0,50,149171.943263
-10.0,50,149172.20939
-17.0,50,149172.427273
0.0,50,149186.5596
-17.0,50,149192.749254
-11.0,50,149207.813553
-50.0,50,149222.913996
-47.0,50,149238.094743
-41.0,50,149253.366531
-50.0,50,149268.321612
-46.0,50,149283.467176
-19.0,50,149298.651464
-50.0,50,149313.134682
-33.0,50,149328.042402
-14.0,50,149342.84893
-48.0,50,149358.217319
0.0,50,149373.216665
-14.0,50,149379.704346
-35.0,50,149393.492248
-50.0,50,149407.301281
-50.0,50,149421.52292
-50.0,50,149435.23541
-42.0,50,149450.109572
-36.0,50,149465.204718
-24.0,50,149480.675739
-50.0,50,149495.942804
-46.0,50,149511.04554
-42.0,50,149526.357752
-35.0,50,149541.351063
-36.0,50,149556.626845
-20.0,50,149571.63375
-50.0,50,149586.085672
-29.0,50,149601.468386
-35.0,50,149616.566719
-50.0,50,149631.1207
-19.0,50,149645.318135
-23.0,50,149659.454129
-50.0,50,149673.487267
-19.0,50,149686.825914
-50.0,50,149701.640485
-47.0,50,149716.748827
-47.0,50,149731.526035
-44.0,50,149746.278432
-23.0,50,149761.335085
-31.0,50,149776.762936
-23.0,50,149791.447732
-35.0,50,149806.7899
-50.0,50,149821.932505
-47.0,50,149836.73806
-50.0,50,149851.783536
-23.0,50,149866.317953
-48.0,50,149880.718499
-50.0,50,149894.527771
-50.0,50,149908.288115
-14.0,50,149921.948201
-2.0,50,149936.29553
-50.0,50,149943.216676
-39.0,50,149958.201593
0.0,50,149973.563769
-16.0,50,149980.639313
-11.0,50,149995.602841
-37.0,50,150010.77422
-50.0,50,150025.976691
-22.0,50,150040.784945
-32.0,50,150055.880961
-50.0,50,150070.819495
-43.0,50,150085.777017
-21.0,50,150101.347497
-26.0,50,150116.254781
-21.0,50,150133.913079
-44.0,50,150146.760699
-19.0,50,150160.890035
-22.0,50,150174.53409
-50.0,50,150188.435943
0.0,50,150203.409608
-50.0,50,150210.400131
-50.0,50,150225.408143
-40.0,50,150240.384172
-19.0,50,150255.688319
-22.0,50,150270.708827
-30.0,50,150285.409354
-23.0,50,150300.815632
-50.0,50,150315.739197
-12.0,50,150330.794369
-44.0,50,150345.854679
-24.0,50,150360.898844
-40.0,50,150375.784859
-7.0,50,150389.744316
-50.0,50,150403.66449
-38.0,50,150417.360063
-26.0,50,150431.131675
-46.0,50,150445.397424
-50.0,50,150460.202886
-50.0,50,150475.399871
-50.0,50,150490.439032
-22.0,50,150505.46818
-50.0,50,150520.857183
-50.0,50,150535.89213
-19.0,50,150550.679746
-17.0,50,150565.907858
-50.0,50,150581.021095
0.0,50,150596.204168
-8.0,50,150603.050598
-4.0,50,150603.349235
-8.0,50,150603.633834
-8.0,50,150603.932436
-10.0,50,150604.219528
-7.0,50,150604.495478
-11.0,50,150604.770973
-13.0,50,150605.022822
-12.0,50,150605.297194
-14.0,50,150605.601797
-42.0,50,150605.842512
-16.0,50,150620.763576
-5.0,50,150635.036851
-15.0,50,150649.20131
0.0,50,150663.131254
-11.0,50,150669.724406
0.0,50,150682.818451
-50.0,50,150689.599394
-18.0,50,150704.763033
-50.0,50,150719.874575
-47.0,50,150734.261107
-50.0,50,150749.392548
-8.0,50,150764.214075
-8.0,50,150771.068468
-37.0,50,150786.110951
-48.0,50,150801.336385
-50.0,50,150816.244214
-50.0,50,150831.584131
-39.0,50,150846.448671
-47.0,50,150861.189636
-26.0,50,150876.27255
-50.0,50,150890.570546
-21.0,50,150904.452465
-43.0,50,150918.645116
-18.0,50,150932.382992
-47.0,50,150945.948987
-26.0,50,150960.937271
-44.0,50,150975.828428
-50.0,50,150990.856418
-21.0,50,151006.050318
-26.0,50,151021.283806
-19.0,50,151036.420033
-21.0,50,151051.300528
-50.0,50,151066.274523
-40.0,50,151081.674106
-44.0,50,151096.932695
-50.0,50,151112.014816
-14.0,50,151127.098002
-39.0,50,151142.033621
-10.0,50,151155.880148
-45.0,50,151169.566844
-50.0,50,151183.779162
-50.0,50,151197.404528
-36.0,50,151211.668148
-41.0,50,151226.720065
-38.0,50,151241.784074
-42.0,50,151256.91187
-15.0,50,151273.490185
-50.0,50,151289.521339
-48.0,50,151304.558429
-35.0,50,151319.970856
-29.0,50,151334.870895
-50.0,50,151350.017522
-15.0,50,151364.992221
-49.0,50,151380.350816
-36.0,50,151395.635377
-46.0,50,151409.716191
-50.0,50,151423.833773
-50.0,50,151437.606525
-50.0,50,151451.714072
-39.0,50,151465.586468
-50.0,50,151480.924694
-16.0,50,151496.074536
-12.0,50,151511.143548
-13.0,50,151526.093823
-49.0,50,151541.287781
-50.0,50,151556.360198
-50.0,50,151571.528434
-31.0,50,151586.620139
-50.0,50,151601.649896
-48.0,50,151616.168814
-50.0,50,151631.286198
-29.0,50,151646.581311
-41.0,50,151661.528722
-24.0,50,151675.632386
-25.0,50,151689.579635
-50.0,50,151703.688903
-33.0,50,151717.440539
-35.0,50,151732.135579
-31.0,50,151747.131934
-50.0,50,151761.971102
-33.0,50,151777.084192
-50.0,50,151792.101322
-50.0,50,151807.128427
-50.0,50,151822.515473
-50.0,50,151837.677377
-50.0,50,151852.891043
-12.0,50,151867.936975
-17.0,50,151882.93602
-41.0,50,151897.590086
-43.0,50,151912.964738
-17.0,50,151927.438776
-50.0,50,151941.130816
-28.0,50,151955.350924
-14.0,50,151969.154162
-15.0,50,151982.757563
-39.0,50,151997.51088
-29.0,50,152012.269318
-50.0,50,152027.459548
-32.0,50,152042.74503
-5.0,50,152058.138644
-10.0,50,152058.417865
-8.0,50,152058.735697
-15.0,50,152059.025209
-5.0,50,152059.280385
-6.0,50,152059.559906
-15.0,50,152059.867669
-13.0,50,152060.13825
-16.0,50,152060.431629
-12.0,50,152060.749968
-18.0,50,152061.033154
-16.0,50,152076.054655
-16.0,50,152091.221117
-42.0,50,152106.166927
-50.0,50,152120.89291
-50.0,50,152136.282404
-18.0,50,152151.075453
-11.0,50,152166.349103
-50.0,50,152181.155364
-19.0,50,152195.206332
-14.0,50,152209.31179
-50.0,50,152223.421741
-50.0,50,152237.42522
-47.0,50,152251.07683
0.0,50,152265.552347
-50.0,50,152272.470603
-33.0,50,152287.564562
0.0,50,152302.65942
-50.0,50,152309.466038
-36.0,50,152324.317024
-47.0,50,152339.185972
-50.0,50,152354.447972
-19.0,50,152369.587932
-30.0,50,152384.813046
-46.0,50,152399.798311
-50.0,50,152414.971382
-38.0,50,152430.122965
-50.0,50,152447.236302
-15.0,50,152463.486588
-30.0,50,152476.906098
-29.0,50,152490.901891
-17.0,50,152504.611285
-29.0,50,152518.03586
-29.0,50,152533.272687
-50.0,50,152548.24668
-11.0,50,152563.362051
-44.0,50,152578.278651
-50.0,50,152593.78449
-27.0,50,152609.018975
-50.0,50,152624.123335
-50.0,50,152639.186933
-50.0,50,152654.387464
-50.0,50,152669.385051
-35.0,50,152684.715307
-40.0,50,152699.46717
-50.0,50,152714.660852
-50.0,50,152729.468156
-13.0,50,152743.187808
-50.0,50,152756.967324
-50.0,50,152770.828718
-38.0,50,152784.194163
-48.0,50,152798.942736
-33.0,50,152814.167877
-48.0,50,152829.239023
-40.0,50,152844.767337
-40.0,50,152859.894754
-24.0,50,152875.246607
-50.0,50,152890.49538
-22.0,50,152905.404864
-46.0,50,152920.629054
-30.0,50,152936.067697
-5.0,50,152951.378624
-42.0,50,152966.589698
-37.0,50,152981.888277
-50.0,50,152997.140016
-50.0,50,153011.488303
-50.0,50,153025.392406
0.0,50,153039.179847
-50.0,50,153045.783183
-29.0,50,153059.001936
-15.0,50,153073.548207
-50.0,50,153088.608935
-15.0,50,153103.990698
-35.0,50,153119.07409
-26.0,50,153133.9326
-48.0,50,153149.094172
-8.0,50,153164.426836
-48.0,50,153179.505764
-24.0,50,153194.636171
-50.0,50,153209.979181
-38.0,50,153225.4292
-23.0,50,153240.658437
-50.0,50,153255.697914
-44.0,50,153270.524502
-48.0,50,153284.610412
-50.0,50,153298.488493
-28.0,50,153312.59886
-18.0,50,153326.45177
-50.0,50,153339.787978
-42.0,50,153354.743082
-50.0,50,153369.628382
-50.0,50,153384.992141
-50.0,50,153400.037927
-50.0,50,153415.352795
-50.0,50,153430.479919
-23.0,50,153445.509764
-24.0,50,153460.854357
-25.0,50,153476.11309
-9.0,50,153491.156402
-50.0,50,153497.98365
-5.0,50,153513.335731
-9.0,50,153513.596844
-7.0,50,153513.860586
-8.0,50,153514.163023
-13.0,50,153514.445814
0.0,50,153514.710986
-4.0,50,153514.964417
-7.0,50,153515.21232
-10.0,50,153515.472211
-9.0,50,153515.732755
-49.0,50,153516.007423
-25.0,50,153530.873989
-41.0,50,153545.952159
-32.0,50,153560.390242
-19.0,50,153574.040877
-50.0,50,153588.113694
-36.0,50,153601.939972
-37.0,50,153616.077424
-50.0,50,153635.984469
-10.0,50,153649.962368
-36.0,50,153665.100616
-32.0,50,153679.524506
-24.0,50,153694.812177
-42.0,50,153709.949256
-49.0,50,153724.880794
-45.0,50,153739.71854
-43.0,50,153755.099598
-40.0,50,153770.102918
-14.0,50,153785.040495
-30.0,50,153800.12137
-50.0,50,153815.163697
-47.0,50,153829.543326
-37.0,50,153843.554102
-35.0,50,153857.343743
-37.0,50,153871.498047
-23.0,50,153884.77443
-50.0,50,153899.745
-38.0,50,153914.642202
-37.0,50,153929.592054
-50.0,50,153944.815953
-20.0,50,153959.841147
-33.0,50,153974.372875
-50.0,50,153989.667599
-50.0,50,154004.552718
-25.0,50,154019.63581
-30.0,50,154034.858279
-44.0,50,154050.147698
-50.0,50,154065.133524
0.0,50,154080.092947
-8.0,50,154086.765664
-43.0,50,154101.323782
-37.0,50,154115.242306
-22.0,50,154129.497884
-50.0,50,154143.402811
-23.0,50,154156.937562
-20.0,50,154171.9707
-23.0,50,154186.95915
-50.0,50,154201.830353
-50.0,50,154216.909857
-50.0,50,154231.796887
-12.0,50,154246.621342
-29.0,50,154260.970094
-50.0,50,154276.185121
-50.0,50,154291.501412
-44.0,50,154306.57407
-50.0,50,154321.797079
-17.0,50,154336.924939
-32.0,50,154352.216865
-50.0,50,154367.460201
-50.0,50,154381.66988
-49.0,50,154395.90809
-50.0,50,154410.421291
-45.0,50,154424.309054
-27.0,50,154438.614689
-12.0,50,154453.933025
-41.0,50,154469.314704
-24.0,50,154484.174111
-19.0,50,154499.462585
-14.0,50,154514.467547
-17.0,50,154529.417108
-47.0,50,154544.843784
-14.0,50,154559.40889
-16.0,50,154574.434512
-12.0,50,154589.693254
-50.0,50,154604.962624
-50.0,50,154620.121537
-29.0,50,154635.183419
-50.0,50,154650.079643
-20.0,50,154664.304648
-13.0,50,154678.386352
-50.0,50,154692.412723
-22.0,50,154706.153371
-23.0,50,154720.508405
-50.0,50,154735.541979
-30.0,50,154750.608881
-48.0,50,154765.523973
-41.0,50,154780.824925
-24.0,50,154795.83022
-34.0,50,154810.600022
-40.0,50,154830.216951
-50.0,50,154843.972349
-50.0,50,154859.100152
-50.0,50,154873.957311
-44.0,50,154889.035487
-50.0,50,154904.067984
-36.0,50,154918.908259
-50.0,50,154933.423683
-50.0,50,154947.282488
-20.0,50,154961.327917
-50.0,50,154975.24367
-10.0,50,154988.009946
-17.0,50,154988.284879
-7.0,50,154988.509712
-6.0,50,154988.783803
-17.0,50,154989.05662
-4.0,50,154989.342892
-11.0,50,154989.626101
-12.0,50,154989.873863
-13.0,50,154990.166534
-14.0,50,154990.445122
-50.0,50,154990.705987
-47.0,50,155005.871186
-26.0,50,155020.9469
-42.0,50,155035.826066
-50.0,50,155050.654617
-50.0,50,155065.857624
-26.0,50,155081.005776
-31.0,50,155096.231128
-50.0,50,155111.063978
-50.0,50,155126.124961
-18.0,50,155141.356916
-13.0,50,155156.433404
-12.0,50,155170.956757
-45.0,50,155186.102247
-37.0,50,155201.495807
-32.0,50,155215.643827
-32.0,50,155229.647281
-50.0,50,155243.599017
-50.0,50,155257.331856
-43.0,50,155270.441947
-25.0,50,155285.838055
-25.0,50,155300.801748
-14.0,50,155315.920338
-16.0,50,155331.253663
-50.0,50,155346.512884
-50.0,50,155361.461022
-34.0,50,155376.97286
-43.0,50,155392.232709
-50.0,50,155407.708707
-36.0,50,155422.555667
-36.0,50,155437.567053
-49.0,50,155452.53307
-50.0,50,155467.618241
-41.0,50,155482.640165
0.0,50,155497.136555
-11.0,50,155503.647802
-15.0,50,155517.888567
-32.0,50,155532.096433
-50.0,50,155546.12826
-25.0,50,155559.895916
-50.0,50,155575.050847
-48.0,50,155590.402325
-45.0,50,155605.129076
-13.0,50,155619.962957
-7.0,50,155635.315825
0.0,50,155650.329251
-17.0,50,155657.228957
-41.0,50,155672.528608
-27.0,50,155687.486133
-49.0,50,155702.577255
-10.0,50,155717.543289
-32.0,50,155732.437037
-24.0,50,155747.572178
-50.0,50,155762.252445
-50.0,50,155777.492186
0.0,50,155791.573805
-20.0,50,155798.115149
-21.0,50,155812.010564
-45.0,50,155825.72999
-50.0,50,155839.187076
-12.0,50,155853.843975
-20.0,50,155869.234817
-31.0,50,155884.157787
-33.0,50,155899.220649
-40.0,50,155914.196692
-13.0,50,155929.568497
-46.0,50,155944.792291
-50.0,50,155959.81093
-38.0,50,155974.686532
-50.0,50,155990.016115
0.0,50,156005.254563
-50.0,50,156012.020982
-30.0,50,156030.487964
-25.0,50,156044.943251
-50.0,50,156059.887522
-37.0,50,156073.982781
-29.0,50,156088.129613
-50.0,50,156102.175103
-50.0,50,156116.327157
-41.0,50,156129.581387
-42.0,50,156144.742001
-26.0,50,156159.986776
-24.0,50,156175.187864
-50.0,50,156189.981064
-17.0,50,156205.053583
-50.0,50,156220.156853
-27.0,50,156235.2267
0.0,50,156249.926716
-33.0,50,156256.825354
-33.0,50,156272.387407
-13.0,50,156287.470224
-19.0,50,156302.369964
-30.0,50,156317.448274
-50.0,50,156332.749595
-28.0,50,156347.689813
-50.0,50,156362.383169
-16.0,50,156376.228545
-25.0,50,156390.129588
-50.0,50,156404.062215
-50.0,50,156417.185076
-10.0,50,156432.050691
-9.0,50,156432.322362
-5.0,50,156432.608919
-10.0,50,156432.857874
-13.0,50,156433.159559
-8.0,50,156433.442479
-17.0,50,156433.717345
-9.0,50,156433.992614
-10.0,50,156434.26506
-11.0,50,156434.554777
-16.0,50,156434.830135
-39.0,50,156449.898277
-26.0,50,156464.927738
-14.0,50,156480.210779
-50.0,50,156495.281291
-46.0,50,156510.646433
-50.0,50,156525.965728
-38.0,50,156540.830437
-37.0,50,156555.879488
-39.0,50,156571.060051
-18.0,50,156586.313073
-50.0,50,156601.203576
-23.0,50,156616.244149
-41.0,50,156631.66905
-41.0,50,156646.921894
-31.0,50,156660.993679
-43.0,50,156674.99301
-46.0,50,156688.78252
-6.0,50,156702.596797
-45.0,50,156716.988227
-46.0,50,156732.287738
-50.0,50,156747.573473
-25.0,50,156762.558125
-14.0,50,156777.418163
-50.0,50,156792.661965
-50.0,50,156808.117537
-43.0,50,156823.279563
-30.0,50,156838.342296
-14.0,50,156853.713404
-12.0,50,156868.93439
-50.0,50,156883.879185
-22.0,50,156898.889456
-25.0,50,156914.286329
-50.0,50,156929.388896
-13.0,50,156944.154111
-50.0,50,156958.020092
-35.0,50,156971.802871
-35.0,50,156986.074408
-34.0,50,156999.946486
-18.0,50,157013.991263
-20.0,50,157029.291763
-50.0,50,157044.290591
-20.0,50,157059.773255
-50.0,50,157074.749059
-41.0,50,157090.309268
-50.0,50,157105.337669
-45.0,50,157120.602216
-48.0,50,157135.706825
-50.0,50,157150.907864
-39.0,50,157165.999579
-50.0,50,157180.797607
-28.0,50,157196.005845
-19.0,50,157211.244717
-35.0,50,157226.147357
-27.0,50,157244.183782
-17.0,50,157257.466691
-47.0,50,157271.461528
-50.0,50,157285.192127
-48.0,50,157299.115856
-19.0,50,157313.51132
-46.0,50,157328.848015
-34.0,50,157344.032893
-10.0,50,157359.165143
0.0,50,157374.34349
-36.0,50,157381.368598
-47.0,50,157396.85915
-50.0,50,157412.141761
-27.0,50,157427.017838
-50.0,50,157442.005035
-50.0,50,157457.323667
-21.0,50,157472.267265
0.0,50,157487.147583
-50.0,50,157494.123421
-50.0,50,157509.153816
-50.0,50,157524.491849
-49.0,50,157539.667101
-45.0,50,157553.708074
-50.0,50,157567.778999
-9.0,50,157581.430978
-50.0,50,157595.41353
-38.0,50,157609.323878
-50.0,50,157624.393083
-44.0,50,157639.341151
-28.0,50,157654.433379
-50.0,50,157669.757925
-50.0,50,157685.077518
-35.0,50,157700.099349
-7.0,50,157715.547534
-50.0,50,157730.623415
0.0,50,157746.054013
-28.0,50,157753.195044
-45.0,50,157768.311089
-50.0,50,157783.462235
-38.0,50,157798.812176
-50.0,50,157814.32495
-50.0,50,157829.370715
-19.0,50,157844.460631
-50.0,50,157858.471546
-50.0,50,157872.349616
-18.0,50,157885.988014
0.0,50,157899.764569
-5.0,50,157899.98757
-8.0,50,157900.219355
0.0,50,157900.437105
-8.0,50,157900.656043
-10.0,50,157900.870435
-9.0,50,157901.092488
-7.0,50,157901.296775
-27.0,50,157901.52497
-13.0,50,157901.749075
-46.0,50,157901.938245
-42.0,50,157916.985905
-36.0,50,157932.250677
-16.0,50,157947.075735
-50.0,50,157962.10239
-15.0,50,157977.173415
-43.0,50,157992.125039
-36.0,50,158007.321264
-32.0,50,158022.767726
-34.0,50,158037.611385
-50.0,50,158052.587675
-26.0,50,158067.759029
-49.0,50,158082.660666
-24.0,50,158097.554653
-50.0,50,158112.701904
-27.0,50,158128.014117
-44.0,50,158143.216149
-50.0,50,158157.174795
-50.0,50,158171.346517
-50.0,50,158185.002125
-11.0,50,158199.067184
-50.0,50,158212.662007
-50.0,50,158227.904162
-22.0,50,158243.023189
-19.0,50,158258.360821
-41.0,50,158273.485596
-50.0,50,158288.901565
-33.0,50,158304.109853
-50.0,50,158319.447641
-32.0,50,158334.254146
-42.0,50,158349.424252
-50.0,50,158364.583963
0.0,50,158379.981036
-43.0,50,158387.093138
-35.0,50,158402.26873
-12.0,50,158417.308723
-49.0,50,158432.599591
-30.0,50,158447.282538
-50.0,50,158464.337195
0.0,50,158477.650155
-13.0,50,158484.263668
-28.0,50,158498.091155
-50.0,50,158511.298419
-19.0,50,158526.641865
-39.0,50,158541.744021
-46.0,50,158556.570659
-50.0,50,158571.587466
-50.0,50,158586.871339
-30.0,50,158602.055815
-27.0,50,158617.065989
-19.0,50,158632.546132
-50.0,50,158647.623106
-47.0,50,158662.785327
0.0,50,158678.10988
-13.0,50,158685.143563
-50.0,50,158700.425165
-45.0,50,158715.646019
-42.0,50,158730.965906
-50.0,50,158745.977408
-20.0,50,158761.029712
-29.0,50,158775.093695
-32.0,50,158788.969705
-50.0,50,158802.691905
-17.0,50,158815.828156
-37.0,50,158830.709494
-48.0,50,158845.927913
-21.0,50,158860.961076
-50.0,50,158876.314549
-19.0,50,158891.267911
-50.0,50,158906.355675
-50.0,50,158921.416563
-38.0,50,158936.82555
-50.0,50,158951.953552
-29.0,50,158967.175548
-50.0,50,158982.553937
-24.0,50,158997.626639
0.0,50,159012.929585
-46.0,50,159019.9127
-27.0,50,159035.379651
-50.0,50,159050.420832
-46.0,50,159065.537413
-50.0,50,159079.517466
-40.0,50,159093.439799
-45.0,50,159107.05876
-50.0,50,159120.648441
-50.0,50,159135.512994
-50.0,50,159150.917671
-50.0,50,159165.983416
-23.0,50,159181.211329
-19.0,50,159196.466801
-50.0,50,159211.403412
-42.0,50,159226.39469
0.0,50,159241.555962
0.0,50,159248.646036
-35.0,50,159255.783349
-50.0,50,159270.921593
-43.0,50,159285.797554
-50.0,50,159301.542586
-50.0,50,159316.390917
-22.0,50,159331.425975
-7.0,50,159346.590174
-7.0,50,159346.889494
-12.0,50,159347.16992
-18.0,50,159347.450811
-8.0,50,159347.728505
-8.0,50,159348.001134
-6.0,50,159348.262914
-50.0,50,159348.517264
-13.0,50,159348.780532
-3.0,50,159349.046776
-28.0,50,159349.321527
-31.0,50,159364.587934
-43.0,50,159378.950237
-16.0,50,159392.719399
-42.0,50,159406.462252
-50.0,50,159420.589104
-19.0,50,159433.526941
-50.0,50,159448.467149
-31.0,50,159463.734377
0.0,50,159478.82315
-50.0,50,159485.68895
-20.0,50,159500.969801
-27.0,50,159516.099318
-24.0,50,159531.556611
-45.0,50,159546.831543
-50.0,50,159561.748287
-50.0,50,159576.739278
-19.0,50,159591.748792
-50.0,50,159607.020072
-45.0,50,159622.320533
-47.0,50,159637.925731
-14.0,50,159652.917512
-41.0,50,159667.780873
-48.0,50,159683.464919
-13.0,50,159699.727359
-16.0,50,159713.032828
-42.0,50,159727.228058
-50.0,50,159740.838324
-50.0,50,159754.422162
-48.0,50,159769.643495
-42.0,50,159784.902727
-50.0,50,159799.856763
-25.0,50,159815.320069
-46.0,50,159830.35258
-38.0,50,159845.581469
-48.0,50,159860.694314
-32.0,50,159875.737709
-31.0,50,159890.734491
-50.0,50,159905.97565
-35.0,50,159921.553097
-34.0,50,159936.75359
-50.0,50,159951.659561
-24.0,50,159966.609792
-29.0,50,159981.878768
-50.0,50,159996.864117
-38.0,50,160011.198957
-50.0,50,160025.387407
-21.0,50,160039.08877
-38.0,50,160052.792147
-50.0,50,160067.227745
-36.0,50,160082.089895
-38.0,50,160097.61759
-46.0,50,160112.865324
-47.0,50,160128.132282
-20.0,50,160143.335273
-30.0,50,160158.50969
-7.0,50,160173.739753
-19.0,50,160188.736201
-43.0,50,160203.867733
-50.0,50,160219.152346
-9.0,50,160234.356525
-12.0,50,160249.505702
-8.0,50,160264.814851
-47.0,50,160279.792706
-48.0,50,160295.090005
0.0,50,160310.358556
-45.0,50,160316.948757
-8.0,50,160330.781179
-31.0,50,160344.559245
-22.0,50,160358.660011
-9.0,50,160371.723052
-21.0,50,160386.661644
-20.0,50,160401.691858
-18.0,50,160416.857709
-45.0,50,160431.834476
-15.0,50,160446.760908
-27.0,50,160461.845008
-50.0,50,160476.870808
-15.0,50,160492.389512
-50.0,50,160507.651172
-50.0,50,160522.639477
-11.0,50,160538.134176
-48.0,50,160553.197804
-14.0,50,160568.483224
-50.0,50,160583.790042
-40.0,50,160598.94361
-7.0,50,160614.313589
-50.0,50,160629.492118
-48.0,50,160643.538913
-35.0,50,160656.979544
-8.0,50,160671.208189
0.0,50,160684.95165
-28.0,50,160690.89189
-50.0,50,160705.778726
-50.0,50,160720.908715
-50.0,50,160735.975135
-50.0,50,160751.423539
0.0,50,160766.265331
-21.0,50,160773.30605
-45.0,50,160788.579397
-7.0,50,160803.707551
-22.0,50,160803.993144
-8.0,50,160804.311908
-9.0,50,160804.617036
-7.0,50,160804.902122
-8.0,50,160805.20105
-9.0,50,160805.484109
-8.0,50,160805.784725
-12.0,50,160806.078141
-6.0,50,160806.366631
-15.0,50,160806.657444
-20.0,50,160821.884066
-37.0,50,160836.721121
-49.0,50,160852.110989
-50.0,50,160867.185887
-19.0,50,160882.628375
-28.0,50,160897.838518
-50.0,50,160912.999221
-44.0,50,160928.352932
-13.0,50,160946.328302
-39.0,50,160959.723748
-34.0,50,160973.553364
-45.0,50,160987.093115
-40.0,50,161001.101021
-21.0,50,161013.996517
-50.0,50,161029.323622
-50.0,50,161044.353714
-50.0,50,161059.804074
-50.0,50,161074.70525
-50.0,50,161089.988833
-50.0,50,161105.11782
-50.0,50,161120.466727
-50.0,50,161135.619025
-16.0,50,161150.706724
-50.0,50,161165.769582
-50.0,50,161180.636548
-46.0,50,161195.623879
-30.0,50,161210.935463
-36.0,50,161225.857623
-12.0,50,161240.633985
-19.0,50,161256.048654
-50.0,50,161270.88568
-34.0,50,161285.050046
-50.0,50,161299.326401
-42.0,50,161313.701476
-42.0,50,161327.327262
-50.0,50,161341.766663
-14.0,50,161357.186671
-19.0,50,161372.300472
-47.0,50,161387.865532
-31.0,50,161403.053724
-34.0,50,161417.918363
-14.0,50,161433.220958
-45.0,50,161448.289907
-16.0,50,161463.612812
-43.0,50,161478.771792
-50.0,50,161493.73379
-32.0,50,161508.708329
-50.0,50,161524.115397
-37.0,50,161539.041234
-50.0,50,161554.068033
-40.0,50,161569.327684
-50.0,50,161584.275438
-14.0,50,161598.006626
-14.0,50,161612.230888
-11.0,50,161626.038007
-50.0,50,161640.265316
-36.0,50,161653.789393
-22.0,50,161668.464975
-49.0,50,161683.469683
-35.0,50,161698.385454
-50.0,50,161713.624646
-50.0,50,161728.732209
-4.0,50,161744.145053
-28.0,50,161751.074844
-50.0,50,161766.14981
-38.0,50,161781.047181
-50.0,50,161795.925367
-30.0,50,161811.12432
-50.0,50,161826.270436
-25.0,50,161841.347674
0.0,50,161856.189121
-22.0,50,161863.052846
-27.0,50,161878.108179
-50.0,50,161893.233121
-12.0,50,161908.085695
-13.0,50,161922.88421
-1.0,50,161936.999526
-21.0,50,161951.171827
-8.0,50,161965.283763
-50.0,50,161979.05508
0.0,50,161993.106293
-28.0,50,162000.172084
-50.0,50,162015.156172
-41.0,50,162030.162264
-26.0,50,162045.025043
-37.0,50,162059.849091
-20.0,50,162074.80561
-18.0,50,162090.112967
-6.0,50,162105.127174
-12.0,50,162120.468217
-50.0,50,162135.279078
